Index,Title,Available Brands,Link
7,Typhoid conjugate vaccine,2,https://medex.com.bd/generics/2077/typhoid-conjugate-vaccine
8,Typhoid polysaccharide vaccine,2,https://medex.com.bd/generics/1112/typhoid-polysaccharide-vaccine
9,Ulipristal Acetate [For emergency contraception],6,https://medex.com.bd/generics/1154/ulipristal-acetate-for-emergency-contraception
10,Ulipristal Acetate [For uterine fibroids],7,https://medex.com.bd/generics/1363/ulipristal-acetate-for-uterine-fibroids
11,Undenatured Type II Collagen + Glucosamine sulfate + Boswellia serrata + Boron,3,https://medex.com.bd/generics/2038/undenatured-type-ii-collagen-glucosamine-sulfate-boswellia-serrata-boron
12,Upadacitinib,5,https://medex.com.bd/generics/1886/upadacitinib
13,Urea (10%),9,https://medex.com.bd/generics/1113/urea-10
14,Urea (25%),3,https://medex.com.bd/generics/1364/urea-25
15,"Urea, SyriCalm, Shea butter, Oil complex omega plus, hydrolyzed silk & glycine soja oil",1,https://medex.com.bd/generics/2188/urea-syricalm-shea-butter-oil-complex-omega-plus-hydrolyzed-silk-glycine-soja-oil
16,Ursodeoxycholic Acid,47,https://medex.com.bd/generics/1114/ursodeoxycholic-acid
17,Valacyclovir,9,https://medex.com.bd/generics/1115/valacyclovir
18,Valbenazine Tosylate,1,https://medex.com.bd/generics/2208/valbenazine-tosylate
19,Valsartan,18,https://medex.com.bd/generics/1117/valsartan
0,Valsartan + Hydrochlorothiazide,10,https://medex.com.bd/generics/574/valsartan-hydrochlorothiazide
1,Vancomycin Hydrochloride,15,https://medex.com.bd/generics/1118/vancomycin-hydrochloride
2,Vardenafil,10,https://medex.com.bd/generics/1119/vardenafil
3,Varenicline Tartrate,3,https://medex.com.bd/generics/1120/varenicline-tartrate
4,Varicella Virus Vaccine,2,https://medex.com.bd/generics/1121/varicella-virus-vaccine
5,Vasopressin,1,https://medex.com.bd/generics/2435/vasopressin
6,Vecuronium Bromide,4,https://medex.com.bd/generics/1122/vecuronium-bromide
7,Venetoclax,10,https://medex.com.bd/generics/2063/venetoclax
8,Venlafaxine Hydrochloride,3,https://medex.com.bd/generics/1123/venlafaxine-hydrochloride
9,Verapamil Hydrochloride,10,https://medex.com.bd/generics/1124/verapamil-hydrochloride
10,Vericiguat,17,https://medex.com.bd/generics/2047/vericiguat
11,Vilanterol Trifenatate + Fluticasone Furoate,12,https://medex.com.bd/generics/1977/vilanterol-trifenatate-fluticasone-furoate
12,Vilanterol Trifenatate + Fluticasone Furoate + Umeclidinium Bromide,13,https://medex.com.bd/generics/1978/vilanterol-trifenatate-fluticasone-furoate-umeclidinium-bromide
13,Vilanterol Trifenatate + Umeclidinium Bromide,3,https://medex.com.bd/generics/2147/vilanterol-trifenatate-umeclidinium-bromide
14,Vilazodone Hydrochloride,3,https://medex.com.bd/generics/2068/vilazodone-hydrochloride
15,Vildagliptin,22,https://medex.com.bd/generics/1125/vildagliptin
16,Vildagliptin + Metformin Hydrochloride,36,https://medex.com.bd/generics/738/vildagliptin-metformin-hydrochloride
17,Vinblastine Sulfate,1,https://medex.com.bd/generics/1126/vinblastine-sulfate
18,Vincristine Sulfate,6,https://medex.com.bd/generics/1127/vincristine-sulfate
19,Vinorelbine Tartrate,4,https://medex.com.bd/generics/1246/vinorelbine-tartrate
0,Vinpocetine,15,https://medex.com.bd/generics/1128/vinpocetine
1,Vitamin A,6,https://medex.com.bd/generics/1156/vitamin-a
2,Vitamin B complex,137,https://medex.com.bd/generics/1131/vitamin-b-complex
3,Vitamin B Complex & C + 20% Fat Emulsion,1,https://medex.com.bd/generics/2324/vitamin-b-complex-c-20-fat-emulsion
4,Vitamin B complex + Vitamin C,5,https://medex.com.bd/generics/1366/vitamin-b-complex-vitamin-c
5,Vitamin B Complex + Zinc,74,https://medex.com.bd/generics/1133/vitamin-b-complex-zinc
6,"Vitamin B1, B2 & B6",3,https://medex.com.bd/generics/1042/vitamin-b1-b2-b6
7,"Vitamin B1, B6 & B12",131,https://medex.com.bd/generics/1135/vitamin-b1-b6-b12
8,Vitamin B12 + Elemental Iron + Folic Acid,2,https://medex.com.bd/generics/307/vitamin-b12-elemental-iron-folic-acid
9,"Vitamin B6, B9 & B12",3,https://medex.com.bd/generics/497/vitamin-b6-b9-b12
10,Vitamin C [Ascorbic acid],55,https://medex.com.bd/generics/1137/vitamin-c-ascorbic-acid
11,Vitamin C + Vitamin D3 + Folic acid,1,https://medex.com.bd/generics/496/vitamin-c-vitamin-d3-folic-acid
12,Vitamin C + Vitamin E,7,https://medex.com.bd/generics/1162/vitamin-c-vitamin-e
13,Vitamin C + Vitamin E + Lutein + Copper + Zinc,24,https://medex.com.bd/generics/1136/vitamin-c-vitamin-e-lutein-copper-zinc
14,Voglibose,10,https://medex.com.bd/generics/1266/voglibose
15,Vonoprazan,56,https://medex.com.bd/generics/2178/vonoprazan
16,Vonoprazan + Amoxicillin + Clarithromycin,4,https://medex.com.bd/generics/2197/vonoprazan-amoxicillin-clarithromycin
17,Voriconazole,78,https://medex.com.bd/generics/1238/voriconazole
18,Vortioxetine Hydrobromide,12,https://medex.com.bd/generics/2207/vortioxetine-hydrobromide
19,Warfarin Sodium,9,https://medex.com.bd/generics/1166/warfarin-sodium
0,Water for injection,12,https://medex.com.bd/generics/1489/water-for-injection
1,White Soft Paraffin + Light Liquid Paraffin + Lanolin Anhydrous,1,https://medex.com.bd/generics/2334/white-soft-paraffin-light-liquid-paraffin-lanolin-anhydrous
2,White Soft Paraffin + Liquid Paraffin,9,https://medex.com.bd/generics/1439/white-soft-paraffin-liquid-paraffin
3,White soft paraffin + Liquid paraffin + Wool alcohol,2,https://medex.com.bd/generics/1461/white-soft-paraffin-liquid-paraffin-wool-alcohol
4,Xylometazoline Hydrochloride,12,https://medex.com.bd/generics/1139/xylometazoline-hydrochloride
5,Yellow Fever Vaccine,1,https://medex.com.bd/generics/1140/yellow-fever-vaccine
6,Zaleplon,2,https://medex.com.bd/generics/1142/zaleplon
7,Zinc Orotate,4,https://medex.com.bd/generics/1446/zinc-orotate
8,Zinc Oxide [For anti-aging],2,https://medex.com.bd/generics/755/zinc-oxide-for-anti-aging
9,Zinc Oxide [For diaper rash],5,https://medex.com.bd/generics/1143/zinc-oxide-for-diaper-rash
10,Zinc Oxide + Castor Oil,1,https://medex.com.bd/generics/1567/zinc-oxide-castor-oil
11,Zinc oxide + Octinoxate + Enzacamene + Avobenzone,1,https://medex.com.bd/generics/1670/zinc-oxide-octinoxate-enzacamene-avobenzone
12,Zinc Sulfate Monohydrate,119,https://medex.com.bd/generics/1144/zinc-sulfate-monohydrate
13,Ziprasidone,2,https://medex.com.bd/generics/1145/ziprasidone
14,Zoledronic Acid [For hypercalcemia],9,https://medex.com.bd/generics/1146/zoledronic-acid-for-hypercalcemia
15,Zoledronic Acid [For osteoporosis],7,https://medex.com.bd/generics/1368/zoledronic-acid-for-osteoporosis
16,Zolmitriptan,7,https://medex.com.bd/generics/1147/zolmitriptan
17,Zolpidem Tartrate,1,https://medex.com.bd/generics/1148/zolpidem-tartrate
18,Zonisamide,1,https://medex.com.bd/generics/1380/zonisamide
19,Zopiclone,1,https://medex.com.bd/generics/1149/zopiclone
0,Zuclopenthixol,5,https://medex.com.bd/generics/1150/zuclopenthixol
